"Notes"	"State"	"State Code"	"ICD Chapter"	"ICD Chapter Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"1999"	"1999"	835	1275674	65.5
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2000"	"2000"	737	1293953	57.0
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2001"	"2001"	855	1319962	64.8
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2002"	"2002"	887	1340372	66.2
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2003"	"2003"	899	1363380	65.9
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2004"	"2004"	905	1391802	65.0
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2005"	"2005"	913	1428241	63.9
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2006"	"2006"	992	1468669	67.5
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2007"	"2007"	953	1505105	63.3
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2008"	"2008"	973	1534320	63.4
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2009"	"2009"	1047	1554439	67.4
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2010"	"2010"	1016	1567582	64.8
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2011"	"2011"	1076	1584985	67.9
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2012"	"2012"	1097	1595728	68.7
	"Idaho"	"16"	"External causes of morbidity and mortality"	"V01-Y89"	"2013"	"2013"	1171	1612136	72.6
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	2894	12359020	23.4
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	2836	12419293	22.8
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	2971	12488445	23.8
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	3129	12525556	25.0
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	3127	12556006	24.9
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	3084	12589773	24.5
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	3096	12609903	24.6
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	3091	12643955	24.4
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	3200	12695866	25.2
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	3081	12747038	24.2
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	3170	12796778	24.8
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	3117	12830632	24.3
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	2993	12869257	23.3
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	2765	12875255	21.5
	"Illinois"	"17"	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	2771	12882135	21.5
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"1999"	"1999"	25618	12359020	207.3
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2000"	"2000"	26009	12419293	209.4
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2001"	"2001"	25399	12488445	203.4
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2002"	"2002"	25395	12525556	202.7
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2003"	"2003"	25123	12556006	200.1
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2004"	"2004"	24931	12589773	198.0
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2005"	"2005"	24853	12609903	197.1
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2006"	"2006"	24738	12643955	195.7
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2007"	"2007"	24795	12695866	195.3
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2008"	"2008"	24959	12747038	195.8
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2009"	"2009"	24883	12796778	194.4
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2010"	"2010"	24739	12830632	192.8
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2011"	"2011"	24723	12869257	192.1
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2012"	"2012"	25226	12875255	195.9
	"Illinois"	"17"	"Neoplasms"	"C00-D48"	"2013"	"2013"	25128	12882135	195.1
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"1999"	"1999"	496	12359020	4.0
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2000"	"2000"	461	12419293	3.7
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2001"	"2001"	463	12488445	3.7
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2002"	"2002"	530	12525556	4.2
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2003"	"2003"	485	12556006	3.9
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2004"	"2004"	492	12589773	3.9
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2005"	"2005"	483	12609903	3.8
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2006"	"2006"	443	12643955	3.5
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2007"	"2007"	505	12695866	4.0
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2008"	"2008"	523	12747038	4.1
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2009"	"2009"	496	12796778	3.9
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2010"	"2010"	460	12830632	3.6
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2011"	"2011"	478	12869257	3.7
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2012"	"2012"	459	12875255	3.6
	"Illinois"	"17"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2013"	"2013"	448	12882135	3.5
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"1999"	"1999"	3961	12359020	32.0
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2000"	"2000"	4014	12419293	32.3
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2001"	"2001"	4158	12488445	33.3
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2002"	"2002"	4117	12525556	32.9
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2003"	"2003"	4158	12556006	33.1
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2004"	"2004"	4120	12589773	32.7
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2005"	"2005"	4093	12609903	32.5
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2006"	"2006"	3846	12643955	30.4
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2007"	"2007"	3900	12695866	30.7
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2008"	"2008"	3925	12747038	30.8
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2009"	"2009"	3881	12796778	30.3
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2010"	"2010"	3600	12830632	28.1
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2011"	"2011"	3754	12869257	29.2
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2012"	"2012"	3795	12875255	29.5
	"Illinois"	"17"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2013"	"2013"	3906	12882135	30.3
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"1999"	"1999"	1847	12359020	14.9
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2000"	"2000"	1979	12419293	15.9
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2001"	"2001"	2145	12488445	17.2
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2002"	"2002"	2322	12525556	18.5
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2003"	"2003"	2420	12556006	19.3
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2004"	"2004"	2496	12589773	19.8
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2005"	"2005"	2841	12609903	22.5
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2006"	"2006"	3671	12643955	29.0
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2007"	"2007"	3582	12695866	28.2
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2008"	"2008"	4487	12747038	35.2
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2009"	"2009"	4320	12796778	33.8
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2010"	"2010"	4819	12830632	37.6
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2011"	"2011"	5654	12869257	43.9
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2012"	"2012"	6097	12875255	47.4
	"Illinois"	"17"	"Mental and behavioural disorders"	"F01-F99"	"2013"	"2013"	6470	12882135	50.2
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"1999"	"1999"	3754	12359020	30.4
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2000"	"2000"	4000	12419293	32.2
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2001"	"2001"	4051	12488445	32.4
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2002"	"2002"	4429	12525556	35.4
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2003"	"2003"	4585	12556006	36.5
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2004"	"2004"	4654	12589773	37.0
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2005"	"2005"	5025	12609903	39.8
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2006"	"2006"	4928	12643955	39.0
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2007"	"2007"	4881	12695866	38.4
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2008"	"2008"	5498	12747038	43.1
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2009"	"2009"	5180	12796778	40.5
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2010"	"2010"	5239	12830632	40.8
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2011"	"2011"	5393	12869257	41.9
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2012"	"2012"	5414	12875255	42.0
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"2013"	"2013"	5570	12882135	43.2
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"1999"	"1999"	43778	12359020	354.2
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2000"	"2000"	41960	12419293	337.9
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2001"	"2001"	40866	12488445	327.2
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2002"	"2002"	40663	12525556	324.6
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2003"	"2003"	39437	12556006	314.1
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2004"	"2004"	37476	12589773	297.7
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2005"	"2005"	37198	12609903	295.0
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2006"	"2006"	35372	12643955	279.8
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2007"	"2007"	33974	12695866	267.6
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2008"	"2008"	34181	12747038	268.1
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2009"	"2009"	32349	12796778	252.8
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2010"	"2010"	32443	12830632	252.9
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2011"	"2011"	32648	12869257	253.7
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2012"	"2012"	32158	12875255	249.8
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"2013"	"2013"	32406	12882135	251.6
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"1999"	"1999"	10238	12359020	82.8
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2000"	"2000"	9607	12419293	77.4
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2001"	"2001"	9382	12488445	75.1
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2002"	"2002"	9761	12525556	77.9
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2003"	"2003"	9636	12556006	76.7
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2004"	"2004"	9456	12589773	75.1
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2005"	"2005"	10133	12609903	80.4
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2006"	"2006"	9537	12643955	75.4
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2007"	"2007"	9328	12695866	73.5
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2008"	"2008"	10369	12747038	81.3
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2009"	"2009"	9805	12796778	76.6
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2010"	"2010"	9595	12830632	74.8
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2011"	"2011"	10060	12869257	78.2
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2012"	"2012"	9929	12875255	77.1
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"2013"	"2013"	10213	12882135	79.3
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"1999"	"1999"	3706	12359020	30.0
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2000"	"2000"	3644	12419293	29.3
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2001"	"2001"	3651	12488445	29.2
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2002"	"2002"	3648	12525556	29.1
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2003"	"2003"	3642	12556006	29.0
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2004"	"2004"	3565	12589773	28.3
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2005"	"2005"	3585	12609903	28.4
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2006"	"2006"	3552	12643955	28.1
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2007"	"2007"	3532	12695866	27.8
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2008"	"2008"	3652	12747038	28.6
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2009"	"2009"	3480	12796778	27.2
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2010"	"2010"	3498	12830632	27.3
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2011"	"2011"	3528	12869257	27.4
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2012"	"2012"	3496	12875255	27.2
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"2013"	"2013"	3586	12882135	27.8
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"1999"	"1999"	235	12359020	1.9
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2000"	"2000"	231	12419293	1.9
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2001"	"2001"	202	12488445	1.6
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2002"	"2002"	222	12525556	1.8
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2003"	"2003"	240	12556006	1.9
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2004"	"2004"	230	12589773	1.8
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2005"	"2005"	206	12609903	1.6
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2006"	"2006"	210	12643955	1.7
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2007"	"2007"	176	12695866	1.4
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2008"	"2008"	172	12747038	1.3
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2009"	"2009"	191	12796778	1.5
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2010"	"2010"	189	12830632	1.5
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2011"	"2011"	173	12869257	1.3
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2012"	"2012"	163	12875255	1.3
	"Illinois"	"17"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2013"	"2013"	178	12882135	1.4
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"1999"	"1999"	602	12359020	4.9
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2000"	"2000"	653	12419293	5.3
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2001"	"2001"	622	12488445	5.0
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2002"	"2002"	632	12525556	5.0
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2003"	"2003"	606	12556006	4.8
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2004"	"2004"	602	12589773	4.8
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2005"	"2005"	665	12609903	5.3
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2006"	"2006"	594	12643955	4.7
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2007"	"2007"	575	12695866	4.5
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2008"	"2008"	585	12747038	4.6
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2009"	"2009"	539	12796778	4.2
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2010"	"2010"	481	12830632	3.7
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2011"	"2011"	548	12869257	4.3
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2012"	"2012"	513	12875255	4.0
	"Illinois"	"17"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2013"	"2013"	515	12882135	4.0
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"1999"	"1999"	2702	12359020	21.9
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2000"	"2000"	2862	12419293	23.0
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2001"	"2001"	2951	12488445	23.6
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2002"	"2002"	3096	12525556	24.7
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2003"	"2003"	3022	12556006	24.1
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2004"	"2004"	3090	12589773	24.5
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2005"	"2005"	3197	12609903	25.4
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2006"	"2006"	3254	12643955	25.7
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2007"	"2007"	3282	12695866	25.9
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2008"	"2008"	3185	12747038	25.0
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2009"	"2009"	3308	12796778	25.9
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2010"	"2010"	3239	12830632	25.2
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2011"	"2011"	3041	12869257	23.6
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2012"	"2012"	3063	12875255	23.8
	"Illinois"	"17"	"Diseases of the genitourinary system"	"N00-N98"	"2013"	"2013"	3107	12882135	24.1
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"1999"	"1999"	18	12359020	Unreliable
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2000"	"2000"	19	12419293	Unreliable
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2001"	"2001"	21	12488445	0.2
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2002"	"2002"	12	12525556	Unreliable
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2003"	"2003"	13	12556006	Unreliable
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2004"	"2004"	17	12589773	Unreliable
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2005"	"2005"	15	12609903	Unreliable
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2006"	"2006"	33	12643955	0.3
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2007"	"2007"	34	12695866	0.3
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2008"	"2008"	31	12747038	0.2
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2009"	"2009"	35	12796778	0.3
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2010"	"2010"	29	12830632	0.2
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2011"	"2011"	45	12869257	0.3
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2012"	"2012"	35	12875255	0.3
	"Illinois"	"17"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2013"	"2013"	27	12882135	0.2
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"1999"	"1999"	820	12359020	6.6
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2000"	"2000"	855	12419293	6.9
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2001"	"2001"	773	12488445	6.2
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2002"	"2002"	696	12525556	5.6
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2003"	"2003"	735	12556006	5.9
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2004"	"2004"	718	12589773	5.7
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2005"	"2005"	713	12609903	5.7
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2006"	"2006"	674	12643955	5.3
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2007"	"2007"	688	12695866	5.4
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2008"	"2008"	646	12747038	5.1
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2009"	"2009"	647	12796778	5.1
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2010"	"2010"	614	12830632	4.8
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2011"	"2011"	567	12869257	4.4
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2012"	"2012"	558	12875255	4.3
	"Illinois"	"17"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2013"	"2013"	504	12882135	3.9
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"1999"	"1999"	505	12359020	4.1
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2000"	"2000"	466	12419293	3.8
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2001"	"2001"	429	12488445	3.4
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2002"	"2002"	495	12525556	4.0
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2003"	"2003"	497	12556006	4.0
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2004"	"2004"	420	12589773	3.3
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2005"	"2005"	403	12609903	3.2
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2006"	"2006"	453	12643955	3.6
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2007"	"2007"	404	12695866	3.2
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2008"	"2008"	390	12747038	3.1
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2009"	"2009"	411	12796778	3.2
	"Illinois"	"17"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2010"	"2010"	346	12830632	2.7
